1;10;6667,32;6667,32;6667,32;6667,32;6667,32;6667,32;6667,32;6667,32;6667,32;6667,32;6667,32;6670,52;80011
1;20;6941,21;6941,21;6941,21;6941,21;6941,21;6941,21;6941,21;6941,21;6941,21;6941,21;6941,21;6944,54;83297,82
1;30;739,55;739,55;739,55;739,55;739,55;739,55;739,55;739,55;739,55;739,55;739,55;739,91;8875
1;40;1405,98;1405,98;1405,98;1405,98;1405,98;1405,98;1405,98;1405,98;1405,98;1405,98;1405,98;1406,66;16872,45
1;50;1738,02;1738,02;1738,02;1738,02;1738,02;1738,02;1738,02;1738,02;1738,02;1738,02;1738,02;1738,85;20857,08
1;60;7179,71;7179,71;7179,71;7179,71;7179,71;7179,71;7179,71;7179,71;7179,71;7179,71;7179,71;7183,15;86159,92
1;70;166,66;166,66;166,66;166,66;166,66;166,66;166,66;166,66;166,66;166,66;166,66;166,74;2000
1;80;166,66;166,66;166,66;166,66;166,66;166,66;166,66;166,66;166,66;166,66;166,66;166,74;2000
1;90;82,89;82,89;82,89;82,89;82,89;82,89;82,89;82,89;82,89;82,89;82,89;82,93;994,76
1;100;458,32;458,32;458,32;458,32;458,32;458,32;458,32;458,32;458,32;458,32;458,32;458,54;5500
1;110;8,33;8,33;8,33;8,33;8,33;8,33;8,33;8,33;8,33;8,33;8,33;8,34;100
1;120;202,99;202,99;202,99;202,99;202,99;202,99;202,99;202,99;202,99;202,99;202,99;203,09;2436
1;130;195,83;195,83;195,83;195,83;195,83;195,83;195,83;195,83;195,83;195,83;195,83;195,92;2350
1;140;461,12;461,12;461,12;461,12;461,12;461,12;461,12;461,12;461,12;461,12;461,12;461,35;5533,72
1;150;0;0;0;0;0;0;0;0;0;0;0;0;0
1;160;26414,59;26414,59;26414,59;26414,59;26414,59;26414,59;26414,59;26414,59;26414,59;26414,59;26414,59;26427,28;316987,75
1;180;0;0;0;0;0;0;0;0;0;0;0;0;0
1;200;0;0;0;0;0;0;0;0;0;0;0;0;0
1;220;-822045,95;-822045,95;-822045,95;-822045,95;-822045,95;-822045,95;-822045,95;-822045,95;-822045,95;-822045,95;-822045,95;-822440,53;-9864945,88
1;240;18795,33;18795,33;18795,33;18795,33;18795,33;18795,33;18795,33;18795,33;18795,33;18795,33;18795,33;18804,34;225552,19
1;260;30,45;30,45;30,45;30,45;30,45;30,45;30,45;30,45;30,45;30,45;30,45;30,45;30,45
1;280;316960,45;316960,45;316960,45;316960,45;316960,45;316960,45;316960,45;316960,45;316960,45;316960,45;316960,45;316960,45;316960,45
1;300;46869,44;46869,44;46869,44;46869,44;46869,44;46869,44;46869,44;46869,44;46869,44;46869,44;46869,44;46891,95;562455,82
1;320;0;0;0;0;0;0;0;0;0;0;0;0;0
2;10;0;0;0;0;0;0;0;0;0;0;0;0;0
2;20;3321,73;3321,73;3321,73;3321,73;3321,73;3321,73;3321,73;3321,73;3321,73;3321,73;3321,73;3323,33;39862,4
2;30;863,85;863,85;863,85;863,85;863,85;863,85;863,85;863,85;863,85;863,85;863,85;864,26;10366,6
2;40;3347,61;3347,61;3347,61;3347,61;3347,61;3347,61;3347,61;3347,61;3347,61;3347,61;3347,61;3349,22;40172,96
2;50;2236,2;2236,2;2236,2;2236,2;2236,2;2236,2;2236,2;2236,2;2236,2;2236,2;2236,2;2237,27;26835,48
2;60;0;0;0;0;0;0;0;0;0;0;0;0;0
2;70;0;0;0;0;0;0;0;0;0;0;0;0;0
2;80;2393,74;2393,74;2393,74;2393,74;2393,74;2393,74;2393,74;2393,74;2393,74;2393,74;2393,74;2394,89;28726,07
2;90;62;62;62;62;62;62;62;62;62;62;62;62,03;744
2;100;8229,72;8229,72;8229,72;8229,72;8229,72;8229,72;8229,72;8229,72;8229,72;8229,72;8229,72;8233,67;98760,56
2;110;20454,85;20454,85;20454,85;20454,85;20454,85;20454,85;20454,85;20454,85;20454,85;20454,85;20454,85;20464,67;245468,07
3;10;-192903,35;-192903,35;-192903,35;-192903,35;-192903,35;-192903,35;-192903,35;-192903,35;-192903,35;-192903,35;-192903,35;-192995,94;-2314932,75
3;20;-14519,61;-14519,61;-14519,61;-14519,61;-14519,61;-14519,61;-14519,61;-14519,61;-14519,61;-14519,61;-14519,61;-14526,58;-174242,25
3;30;-24926,17;-24926,17;-24926,17;-24926,17;-24926,17;-24926,17;-24926,17;-24926,17;-24926,17;-24926,17;-24926,17;-24938,13;-299126
3;40;-232349,13;-232349,13;-232349,13;-232349,13;-232349,13;-232349,13;-232349,13;-232349,13;-232349,13;-232349,13;-232349,13;-232460,65;-2788301
3;50;188754,89;188754,89;188754,89;188754,89;188754,89;188754,89;188754,89;188754,89;188754,89;188754,89;188754,89;188845,49;2265149,25
3;60;829,69;829,69;829,69;829,69;829,69;829,69;829,69;829,69;829,69;829,69;829,69;830,09;9956,7
3;70;1037,12;1037,12;1037,12;1037,12;1037,12;1037,12;1037,12;1037,12;1037,12;1037,12;1037,12;1037,61;12445,88
3;80;622,27;622,27;622,27;622,27;622,27;622,27;622,27;622,27;622,27;622,27;622,27;622,57;7467,53
3;100;1849,93;1849,93;1849,93;1849,93;1849,93;1849,93;1849,93;1849,93;1849,93;1849,93;1849,93;1850,81;22200
3;110;36334,43;36334,43;36334,43;36334,43;36334,43;36334,43;36334,43;36334,43;36334,43;36334,43;36334,43;36351,87;436030,63
3;120;229428,33;229428,33;229428,33;229428,33;229428,33;229428,33;229428,33;229428,33;229428,33;229428,33;229428,33;229538,44;2753249,99
3;130;-2920,8;-2920,8;-2920,8;-2920,8;-2920,8;-2920,8;-2920,8;-2920,8;-2920,8;-2920,8;-2920,8;-2922,21;-35051,01
3;140;4380,07;4380,07;4380,07;4380,07;4380,07;4380,07;4380,07;4380,07;4380,07;4380,07;4380,07;4382,18;52563
3;150;1849,93;1849,93;1849,93;1849,93;1849,93;1849,93;1849,93;1849,93;1849,93;1849,93;1849,93;1850,81;22200
3;160;416,65;416,65;416,65;416,65;416,65;416,65;416,65;416,65;416,65;416,65;416,65;416,85;5000
3;170;33,33;33,33;33,33;33,33;33,33;33,33;33,33;33,33;33,33;33,33;33,33;33,35;400
3;180;2592,79;2592,79;2592,79;2592,79;2592,79;2592,79;2592,79;2592,79;2592,79;2592,79;2592,79;2594,03;31114,69
3;190;9272,77;9272,77;9272,77;9272,77;9272,77;9272,77;9272,77;9272,77;9272,77;9272,77;9272,77;9277,22;111277,69
3;200;6268,42;6268,42;6268,42;6268,42;6268,42;6268,42;6268,42;6268,42;6268,42;6268,42;6268,42;6271,42;75224
3;210;3407,95;3407,95;3407,95;3407,95;3407,95;3407,95;3407,95;3407,95;3407,95;3407,95;3407,95;3409,58;40897
3;220;100;100;100;100;100;100;100;100;100;100;100;100,04;1200
3;230;341,65;341,65;341,65;341,65;341,65;341,65;341,65;341,65;341,65;341,65;341,65;341,82;4100
3;240;10118,02;10118,02;10118,02;10118,02;10118,02;10118,02;10118,02;10118,02;10118,02;10118,02;10118,02;10122,86;121421
3;250;16469,99;16469,99;16469,99;16469,99;16469,99;16469,99;16469,99;16469,99;16469,99;16469,99;16469,99;16477,87;197647,68
3;260;0;0;0;0;0;0;0;0;0;0;0;0;0
3;270;-2074,23;-2074,23;-2074,23;-2074,23;-2074,23;-2074,23;-2074,23;-2074,23;-2074,23;-2074,23;-2074,23;-2075,23;-24891,75
3;280;-3396,49;-3396,49;-3396,49;-3396,49;-3396,49;-3396,49;-3396,49;-3396,49;-3396,49;-3396,49;-3396,49;-3398,12;-40759,5
3;290;-374,15;-374,15;-374,15;-374,15;-374,15;-374,15;-374,15;-374,15;-374,15;-374,15;-374,15;-374,33;-4489,94
3;300;-443,17;-443,17;-443,17;-443,17;-443,17;-443,17;-443,17;-443,17;-443,17;-443,17;-443,17;-443,38;-5318,26
3;310;-6148,53;-6148,53;-6148,53;-6148,53;-6148,53;-6148,53;-6148,53;-6148,53;-6148,53;-6148,53;-6148,53;-6151,48;-73785,31
3;320;0;0;0;0;0;0;0;0;0;0;0;0;0
3;330;-318,23;-318,23;-318,23;-318,23;-318,23;-318,23;-318,23;-318,23;-318,23;-318,23;-318,23;-318,39;-3818,97
3;340;0;0;0;0;0;0;0;0;0;0;0;0;0
3;350;0;0;0;0;0;0;0;0;0;0;0;0;0
3;360;0;0;0;0;0;0;0;0;0;0;0;0;0
3;370;0;0;0;0;0;0;0;0;0;0;0;0;0
3;374;0;0;0;0;0;0;0;0;0;0;0;0;0
3;376;0;0;0;0;0;0;0;0;0;0;0;0;0
3;380;-12754,8;-12754,8;-12754,8;-12754,8;-12754,8;-12754,8;-12754,8;-12754,8;-12754,8;-12754,8;-12754,8;-12760,93;-153063,73
3;390;3715,19;3715,19;3715,19;3715,19;3715,19;3715,19;3715,19;3715,19;3715,19;3715,19;3715,19;3716,94;44583,95
3;400;4090,97;4090,97;4090,97;4090,97;4090,97;4090,97;4090,97;4090,97;4090,97;4090,97;4090,97;4092,93;49093,61
3;410;5282,92;5282,92;5282,92;5282,92;5282,92;5282,92;5282,92;5282,92;5282,92;5282,92;5282,92;5285,46;63397,55
3;420;13089,08;13089,08;13089,08;13089,08;13089,08;13089,08;13089,08;13089,08;13089,08;13089,08;13089,08;13095,33;157075,11
3;430;33;33;33;33;33;33;33;33;33;33;33;33;33
3;440;429144,98;429144,98;429144,98;429144,98;429144,98;429144,98;429144,98;429144,98;429144,98;429144,98;429144,98;429144,98;429144,98
3;450;16,33;16,33;16,33;16,33;16,33;16,33;16,33;16,33;16,33;16,33;16,33;16,34;196
3;455;0;0;0;0;0;0;0;0;0;0;0;0;0
3;460;3,33;3,33;3,33;3,33;3,33;3,33;3,33;3,33;3,33;3,33;3,33;3,33;40
3;470;0;0;0;0;0;0;0;0;0;0;0;0;0
3;480;0;0;0;0;0;0;0;0;0;0;0;0;0
3;490;9,83;9,83;9,83;9,83;9,83;9,83;9,83;9,83;9,83;9,83;9,83;9,84;118
3;500;6,17;6,17;6,17;6,17;6,17;6,17;6,17;6,17;6,17;6,17;6,17;6,17;74
3;510;79402,03;79402,03;79402,03;79402,03;79402,03;79402,03;79402,03;79402,03;79402,03;79402,03;79402,03;79440,15;952862,52
3;520;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;1,25;15
3;530;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;2,08;25
3;540;0;0;0;0;0;0;0;0;0;0;0;0;0
3;550;-207422,96;-207422,96;-207422,96;-207422,96;-207422,96;-207422,96;-207422,96;-207422,96;-207422,96;-207422,96;-207422,96;-207522,52;-2489175
3;560;0;0;0;0;0;0;0;0;0;0;0;0;0
4;10;-61160,05;-61160,05;-61160,05;-61160,05;-61160,05;-61160,05;-61160,05;-61160,05;-61160,05;-61160,05;-61160,05;-61189,41;-733950
4;20;0;0;0;0;0;0;0;0;0;0;0;0;0
4;30;0;0;0;0;0;0;0;0;0;0;0;0;0
4;40;-5633,54;-5633,54;-5633,54;-5633,54;-5633,54;-5633,54;-5633,54;-5633,54;-5633,54;-5633,54;-5633,54;-5636,25;-67605,2
4;50;-66793,59;-66793,59;-66793,59;-66793,59;-66793,59;-66793,59;-66793,59;-66793,59;-66793,59;-66793,59;-66793,59;-66825,66;-801555,2
4;60;53515,05;53515,05;53515,05;53515,05;53515,05;53515,05;53515,05;53515,05;53515,05;53515,05;53515,05;53540,74;642206,25
4;70;0;0;0;0;0;0;0;0;0;0;0;0;0
4;80;83,33;83,33;83,33;83,33;83,33;83,33;83,33;83,33;83,33;83,33;83,33;83,37;1000
4;90;291,66;291,66;291,66;291,66;291,66;291,66;291,66;291,66;291,66;291,66;291,66;291,8;3500
4;100;746,64;746,64;746,64;746,64;746,64;746,64;746,64;746,64;746,64;746,64;746,64;747;8960
4;120;724,97;724,97;724,97;724,97;724,97;724,97;724,97;724,97;724,97;724,97;724,97;725,32;8700
4;130;9479,81;9479,81;9479,81;9479,81;9479,81;9479,81;9479,81;9479,81;9479,81;9479,81;9479,81;9484,36;113762,25
4;140;64841,46;64841,46;64841,46;64841,46;64841,46;64841,46;64841,46;64841,46;64841,46;64841,46;64841,46;64872,59;778128,5
4;150;-1952,13;-1952,13;-1952,13;-1952,13;-1952,13;-1952,13;-1952,13;-1952,13;-1952,13;-1952,13;-1952,13;-1953,07;-23426,7
4;160;299,99;299,99;299,99;299,99;299,99;299,99;299,99;299,99;299,99;299,99;299,99;300,13;3600
4;170;33,33;33,33;33,33;33,33;33,33;33,33;33,33;33,33;33,33;33,33;33,33;33,35;400
4;180;83,33;83,33;83,33;83,33;83,33;83,33;83,33;83,33;83,33;83,33;83,33;83,37;1000
4;190;0;0;0;0;0;0;0;0;0;0;0;0;0
4;200;249,99;249,99;249,99;249,99;249,99;249,99;249,99;249,99;249,99;249,99;249,99;250,11;3000
4;210;666,64;666,64;666,64;666,64;666,64;666,64;666,64;666,64;666,64;666,64;666,64;666,96;8000
4;220;0;0;0;0;0;0;0;0;0;0;0;0;0
4;230;0;0;0;0;0;0;0;0;0;0;0;0;0
4;240;0;0;0;0;0;0;0;0;0;0;0;0;0
4;250;0;0;0;0;0;0;0;0;0;0;0;0;0
4;260;25;25;25;25;25;25;25;25;25;25;25;25,01;300
4;270;25;25;25;25;25;25;25;25;25;25;25;25,01;300
4;280;-1260,49;-1260,49;-1260,49;-1260,49;-1260,49;-1260,49;-1260,49;-1260,49;-1260,49;-1260,49;-1260,49;-1261,1;-15126,7
4;290;0;0;0;0;0;0;0;0;0;0;0;0;0
4;300;0;0;0;0;0;0;0;0;0;0;0;0;0
4;310;-611,6;-611,6;-611,6;-611,6;-611,6;-611,6;-611,6;-611,6;-611,6;-611,6;-611,6;-611,89;-7339,5
4;320;-917,4;-917,4;-917,4;-917,4;-917,4;-917,4;-917,4;-917,4;-917,4;-917,4;-917,4;-917,84;-11009,25
4;330;-150,23;-150,23;-150,23;-150,23;-150,23;-150,23;-150,23;-150,23;-150,23;-150,23;-150,23;-150,3;-1802,8
4;340;-1656,88;-1656,88;-1656,88;-1656,88;-1656,88;-1656,88;-1656,88;-1656,88;-1656,88;-1656,88;-1656,88;-1657,67;-19883,31
4;350;0;0;0;0;0;0;0;0;0;0;0;0;0
4;360;0;0;0;0;0;0;0;0;0;0;0;0;0
4;370;0;0;0;0;0;0;0;0;0;0;0;0;0
4;380;0;0;0;0;0;0;0;0;0;0;0;0;0
4;390;0;0;0;0;0;0;0;0;0;0;0;0;0
4;400;0;0;0;0;0;0;0;0;0;0;0;0;0
4;404;0;0;0;0;0;0;0;0;0;0;0;0;0
4;406;0;0;0;0;0;0;0;0;0;0;0;0;0
4;410;-3336,11;-3336,11;-3336,11;-3336,11;-3336,11;-3336,11;-3336,11;-3336,11;-3336,11;-3336,11;-3336,11;-3337,7;-40034,86
4;420;-4596,6;-4596,6;-4596,6;-4596,6;-4596,6;-4596,6;-4596,6;-4596,6;-4596,6;-4596,6;-4596,6;-4598,8;-55161,56
4;430;2045,49;2045,49;2045,49;2045,49;2045,49;2045,49;2045,49;2045,49;2045,49;2045,49;2045,49;2046,47;24546,81
4;440;2641,46;2641,46;2641,46;2641,46;2641,46;2641,46;2641,46;2641,46;2641,46;2641,46;2641,46;2642,73;31698,78
4;450;90,35;90,35;90,35;90,35;90,35;90,35;90,35;90,35;90,35;90,35;90,35;90,4;1084,03
4;460;0;0;0;0;0;0;0;0;0;0;0;0;0
4;470;0;0;0;0;0;0;0;0;0;0;0;0;0
4;480;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,84;58
4;485;0;0;0;0;0;0;0;0;0;0;0;0;0
4;490;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;30
4;500;0;0;0;0;0;0;0;0;0;0;0;0;0
4;510;0;0;0;0;0;0;0;0;0;0;0;0;0
4;520;0;0;0;0;0;0;0;0;0;0;0;0;0
4;530;3,33;3,33;3,33;3,33;3,33;3,33;3,33;3,33;3,33;3,33;3,33;3,33;40
4;540;1,67;1,67;1,67;1,67;1,67;1,67;1,67;1,67;1,67;1,67;1,67;1,67;20
4;550;0;0;0;0;0;0;0;0;0;0;0;0;0
4;560;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;6
4;570;0;0;0;0;0;0;0;0;0;0;0;0;0
4;580;0;0;0;0;0;0;0;0;0;0;0;0;0
4;590;-61160,05;-61160,05;-61160,05;-61160,05;-61160,05;-61160,05;-61160,05;-61160,05;-61160,05;-61160,05;-61160,05;-61189,41;-733950
4;600;0;0;0;0;0;0;0;0;0;0;0;0;0
5;10;-135419,58;-135419,58;-135419,58;-135419,58;-135419,58;-135419,58;-135419,58;-135419,58;-135419,58;-135419,58;-135419,58;-135484,59;-1625100
5;20;0;0;0;0;0;0;0;0;0;0;0;0;0
5;30;-135419,58;-135419,58;-135419,58;-135419,58;-135419,58;-135419,58;-135419,58;-135419,58;-135419,58;-135419,58;-135419,58;-135484,59;-1625100
5;40;118492,14;118492,14;118492,14;118492,14;118492,14;118492,14;118492,14;118492,14;118492,14;118492,14;118492,14;118549,01;1421962,5
5;50;0;0;0;0;0;0;0;0;0;0;0;0;0
5;60;0;0;0;0;0;0;0;0;0;0;0;0;0
